account,type,residence,date_joined,indication_coupon,first_deposit_amount,first_deposit_date,first_transaction_amount,first_transaction_date,balance_amount
4139,type_6,id,2017-12-28,77,9090.91,2017-12-28,1.07,2017-12-28,9090.25
3915,type_6,ru,2017-11-10,308,9090.91,2017-11-10,1.08294117647059,2017-11-10,-792980.93
2128,type_1,id,2018-06-05,308,1712.3,2018-06-26,0.0905128205128205,2018-06-27,-83643.1
4487,type_6,br,2018-03-13,308,9090.91,2018-03-13,0.345620767494357,2018-03-24,8715.65
2154,type_1,ph,2018-06-15,308,,,,,
2588,type_1,gh,2018-11-27,308,,,,,
1004,type_1,sg,2017-01-03,308,,,,,
5709,type_6,"",2018-10-15,308,9090.91,2018-10-15,,,9090.91
2412,type_1,id,2018-09-22,308,,,,,
4840,type_6,id,2018-05-18,308,9090.91,2018-05-18,0.9,2018-05-18,9090.01
5477,type_6,gb,2018-09-03,308,9090.91,2018-09-03,136.357142857143,2018-09-04,7483.64
1642,type_1,id,2017-12-22,308,,,,,
4169,type_6,az,2018-01-03,308,9090.91,2018-01-03,,,9090.91
4528,type_6,"",2018-03-20,308,9090.91,2018-03-20,1.12,2018-03-20,9090.41
2628,type_1,uz,2018-12-10,308,,,,,
5075,type_6,kz,2018-06-27,308,9090.91,2018-06-27,,,9090.91
5030,type_6,id,2018-06-19,308,9090.91,2018-06-19,0.8,2018-06-20,4651.71
3360,type_6,tr,2017-06-14,308,9090.91,2017-06-14,1.055,2017-06-14,-90908.82
5191,type_6,id,2018-07-12,308,9090.91,2018-07-12,,,9090.91
2479,type_1,in,2018-10-11,308,231.8,2018-10-12,4.66,2018-10-12,229.46
4522,type_6,ua,2018-03-18,308,9090.91,2018-03-18,,,9090.91
2024,type_1,ar,2018-04-21,308,,,,,
5301,type_6,id,2018-08-01,308,9090.91,2018-08-01,2.0,2018-08-01,9088.93
2525,type_1,ph,2018-10-30,308,,,,,
4536,type_6,"",2018-03-21,308,9090.91,2018-03-21,1.11,2018-03-21,9090.23
3002,type_6,id,2017-03-10,308,9090.91,2017-03-10,841.936666666667,2017-03-10,-293631.43
2850,type_6,by,2017-01-26,308,9090.91,2017-01-26,1.04,2017-01-26,-190910.13
5236,type_6,"",2018-07-18,308,9090.91,2018-07-18,,,9090.91
2472,type_1,id,2018-10-09,308,,,,,
3799,type_6,th,2017-10-13,308,9090.91,2017-10-13,,,-90909.09
5714,type_6,za,2018-10-16,308,9090.91,2018-10-16,,,9090.91
1920,type_1,th,2018-03-21,138,10000.0,2018-03-25,0.930788643533123,2018-03-26,8480.26
2995,type_6,mx,2017-03-08,308,9090.91,2017-03-08,,,-90909.09
2874,type_6,id,2017-02-02,41,9090.91,2017-02-02,1.115,2017-02-02,-190912.03
4849,type_6,ph,2018-05-20,308,9090.91,2018-05-20,1.03,2018-05-20,9090.43
2902,type_6,id,2017-02-10,308,9090.91,2017-02-10,4.404,2017-02-10,-6892523.92
5908,type_6,ve,2018-11-26,308,9090.91,2018-11-26,0.311666666666667,2018-11-26,9090.13
2225,type_1,br,2018-07-10,308,27.09,2018-07-10,,,-23.48
2279,type_1,br,2018-07-27,308,,,,,
5926,type_6,bw,2018-11-28,308,9090.91,2018-11-28,0.2,2018-11-28,9090.67
5662,type_6,"",2018-10-04,308,9090.91,2018-10-04,2.0,2018-10-04,9087.72
2593,type_1,br,2018-11-28,308,,,,,
5158,type_6,id,2018-07-07,308,9090.91,2018-07-07,0.509375,2018-07-07,1336.4
5392,type_6,ng,2018-08-21,308,9090.91,2018-08-21,,,9090.91
5166,type_6,tw,2018-07-08,308,9090.91,2018-07-08,1.76470588235294,2018-07-08,9083.17
3552,type_6,za,2017-08-05,308,9090.91,2017-08-05,10.0,2017-08-06,-1992772.24
5569,type_6,br,2018-09-21,308,9090.91,2018-09-21,,,9090.91
3523,type_6,ph,2017-07-29,308,9090.91,2017-07-29,1.03,2017-07-29,-190909.57
4329,type_6,br,2018-02-09,308,9090.91,2018-02-09,1.55,2018-02-09,9090.18
1089,type_1,id,2017-03-11,308,200.0,2017-03-14,0.207945205479452,2017-03-14,-7419.88
3272,type_6,bo,2017-05-20,308,9090.91,2017-05-20,129.7565,2017-05-20,-191669.52
3818,type_6,ph,2017-10-18,308,9090.91,2017-10-18,,,-90909.09
5422,type_6,id,2018-08-26,308,9090.91,2018-08-26,2.0,2018-08-26,23399.48
5250,type_6,pk,2018-07-20,308,9090.91,2018-07-20,2.0,2018-07-20,-41470.0899999997
4839,type_6,be,2018-05-18,308,9090.91,2018-05-18,,,9090.91
5579,type_6,nl,2018-09-22,308,9090.91,2018-09-22,6.41942257217848,2018-09-22,6464.33
2961,type_6,bd,2017-02-25,308,9090.91,2017-02-25,,,-90909.09
5799,type_6,vn,2018-10-31,308,9090.91,2018-10-31,,,9090.91
2399,type_1,ru,2018-09-16,308,116.235,2018-09-16,0.469454545454545,2018-09-16,230.09
3033,type_6,id,2017-03-18,308,9090.91,2017-03-18,2.66666666666667,2017-03-18,-190941.99
2573,type_1,in,2018-11-22,308,,,,,
4617,type_6,"",2018-04-05,308,9090.91,2018-04-05,0.2,2018-04-05,9090.32
2623,type_1,ng,2018-12-08,308,,,,,
4288,type_6,id,2018-01-31,41,9090.91,2018-01-31,,,9090.91
1176,type_1,id,2017-05-25,308,141.8,2017-05-26,0.143076923076923,2017-05-26,242.13
4611,type_6,ke,2018-04-04,308,9090.91,2018-04-04,,,9090.91
1818,type_1,gh,2018-02-20,308,130.0,2018-02-21,1.50666666666667,2018-02-21,9813.5999999999
3593,type_6,id,2017-08-15,308,9090.91,2017-08-15,1.03,2017-08-15,-90909.72
5364,type_6,gb,2018-08-14,308,9090.91,2018-08-14,20.0,2018-08-14,9078.69
3087,type_6,id,2017-03-31,308,9090.91,2017-03-31,154.24,2017-03-31,-8491839.19
1152,type_1,id,2017-04-29,308,,,,,
1850,type_1,br,2018-03-01,308,1500.0,2018-03-14,2.6605,2018-03-14,1485.1
3729,type_6,bd,2017-09-26,308,9090.91,2017-09-26,0.51,2017-09-26,-90909.01
4197,type_6,id,2018-01-11,45,9090.91,2018-01-11,,,9090.91
1959,type_1,za,2018-04-02,213,,,,,
4626,type_6,in,2018-04-08,308,9090.91,2018-04-08,1.96519480519481,2018-04-08,9061.48
4126,type_6,id,2017-12-25,308,9090.91,2017-12-25,,,9090.91
1334,type_1,in,2017-09-13,308,,,,,
4690,type_6,"",2018-04-18,308,9090.91,2018-04-18,,,9090.91
5282,type_6,id,2018-07-28,308,9090.91,2018-07-28,,,9090.91
1179,type_1,ch,2017-05-29,308,,,,,
4396,type_6,ve,2018-02-26,308,9090.91,2018-02-26,,,9090.91
2765,type_6,in,2017-01-04,308,9090.91,2017-01-04,0.875757575757576,2017-01-04,-1491164.65
1038,type_1,br,2017-01-30,308,,,,,
4561,type_6,th,2018-03-25,308,9090.91,2018-03-25,,,9090.91
5170,type_6,ru,2018-07-09,308,9090.91,2018-07-09,2.0,2018-07-09,8963.48
3783,type_6,ng,2017-10-09,308,9090.91,2017-10-09,,,-90909.09
1967,type_1,bj,2018-04-04,308,,,,,
2663,type_2,es,2017-05-03,197,,,,,
2365,type_1,mx,2018-09-05,308,200.0,2018-09-10,0.201063829787234,2018-09-11,200.21
5453,type_6,"",2018-08-31,308,9090.91,2018-08-31,2.0,2018-08-31,9081.7
5391,type_6,ng,2018-08-20,308,9090.91,2018-08-20,,,9090.91
3502,type_6,id,2017-07-23,308,9090.91,2017-07-23,1.03,2017-07-23,-190909.95
2906,type_6,it,2017-02-12,308,9090.91,2017-02-12,1.06,2017-02-15,-9992177.6
2788,type_6,de,2017-01-10,308,9090.91,2017-01-10,1.0,2017-01-10,-290912.66
3341,type_6,id,2017-06-08,308,9090.91,2017-06-08,,,-90909.09
2318,type_1,id,2018-08-15,308,,,,,
5623,type_6,bd,2018-09-27,308,9090.91,2018-09-27,2.0,2018-09-27,9089.69
2490,type_1,ng,2018-10-16,308,,,,,
4995,type_6,ph,2018-06-14,308,9090.91,2018-06-14,1.125,2018-06-14,9089.54
2375,type_1,vn,2018-09-09,308,,,,,
1637,type_1,kg,2017-12-20,308,,,,,
5305,type_6,ng,2018-08-02,308,9090.91,2018-08-02,2.0,2018-08-02,9089.69
5748,type_6,cn,2018-10-22,308,9090.91,2018-10-22,2.0,2018-10-22,9089.69
1433,type_1,id,2017-10-26,308,100.0,2017-10-27,0.383648648648649,2017-10-27,197.85
1327,type_1,ng,2017-09-08,308,100.0,2017-09-15,0.342909090909091,2017-09-15,197.15
1820,type_1,br,2018-02-21,308,,,,,
2889,type_6,mx,2017-02-07,308,9090.91,2017-02-07,,,-90909.09
1616,type_1,id,2017-12-15,45,564.3,2017-12-15,1.37887218045113,2017-12-16,1568.42
3027,type_6,id,2017-03-16,136,9090.91,2017-03-16,,,-90909.09
3579,type_6,do,2017-08-10,308,9090.91,2017-08-10,1.085,2017-08-10,-90910.42
2868,type_6,ro,2017-02-01,308,9090.91,2017-02-01,74.1566666666667,2017-02-01,-90967.13
3752,type_6,id,2017-09-30,308,9090.91,2017-09-30,,,-90909.09
2112,type_1,id,2018-05-30,308,,,,,
1725,type_1,br,2018-01-20,181,,,,,
3104,type_6,in,2017-04-06,308,9090.91,2017-04-06,1.06,2017-04-06,-90909.74
4443,type_6,id,2018-03-06,308,9090.91,2018-03-06,,,9090.91
3435,type_6,de,2017-07-06,308,9090.91,2017-07-06,,,-90909.09
4771,type_6,vn,2018-05-05,308,9090.91,2018-05-05,0.226876876876877,2018-05-05,9006.34
2210,type_1,id,2018-07-07,308,,,,,
3187,type_6,br,2017-04-24,308,9090.91,2017-04-24,25.144,2017-04-24,-292887.55
2466,type_1,id,2018-10-06,308,,,,,
2552,type_1,za,2018-11-13,308,,,,,
4042,type_6,id,2017-12-09,308,9090.91,2017-12-09,2.0,2017-12-09,-390971.9
5492,type_6,"",2018-09-06,308,9090.91,2018-09-06,,,9090.91
5747,type_6,id,2018-10-22,308,9090.91,2018-10-22,,,9090.91
2200,type_1,in,2018-07-04,308,,,,,
5108,type_6,ph,2018-07-01,308,9090.91,2018-07-01,2.0,2018-07-01,9089.69
2935,type_6,id,2017-02-20,308,9090.91,2017-02-20,40.7540666666667,2017-02-20,-1653855.96
2067,type_1,id,2018-05-10,308,8391.025,2018-06-29,170.993333333333,2018-06-29,15520.41
4188,type_6,it,2018-01-08,308,9090.91,2018-01-08,0.2,2018-01-08,9088.91
3537,type_6,br,2017-08-01,41,9090.91,2017-08-01,1.28375,2017-08-01,-90910.15
2133,type_1,vn,2018-06-08,308,,,,,
3677,type_6,ru,2017-09-12,308,9090.91,2017-09-12,17.8533333333333,2017-09-12,-20154544.87
2538,type_1,za,2018-11-07,308,65.64,2018-11-08,0.80125173852573,2018-11-14,4502.59
2171,type_1,id,2018-06-22,308,,,,,
1835,type_1,lk,2018-02-26,308,,,,,
4790,type_6,id,2018-05-09,308,9090.91,2018-05-09,10.93,2018-05-09,9084.23
5518,type_6,es,2018-09-10,308,9090.91,2018-09-10,,,9090.91
5872,type_6,id,2018-11-17,308,9090.91,2018-11-17,2.0,2018-11-17,9086.02
5487,type_6,"",2018-09-05,308,9090.91,2018-09-05,,,9090.91
2062,type_1,id,2018-05-08,308,,,,,
1648,type_1,ru,2017-12-25,308,,,,,
1849,type_1,id,2018-03-01,308,,,,,
1965,type_1,lk,2018-04-03,308,,,,,
2739,type_4,gb,2018-09-22,308,5544.88,2018-09-22,257.07,2018-09-25,-2861.54
3941,type_6,ua,2017-11-16,308,9090.91,2017-11-16,89.0859565217391,2017-11-16,-205656.66
2369,type_1,sz,2018-09-06,308,100.0,2018-09-09,0.0762694300518135,2018-09-10,98.95
1631,type_1,fr,2017-12-18,102,,,,,
2680,type_3,bg,2017-10-07,41,,,,,
5801,type_6,"",2018-11-01,308,9090.91,2018-11-01,,,9090.91
4137,type_6,id,2017-12-28,308,9090.91,2017-12-28,0.312647058823529,2017-12-28,9087.96
5145,type_6,am,2018-07-05,308,9090.91,2018-07-05,10.0,2018-07-16,9069.18
3477,type_6,ng,2017-07-16,308,9090.91,2017-07-16,0.2,2017-07-17,-190909.39
4851,type_6,id,2018-05-20,308,9090.91,2018-05-20,1.064,2018-05-21,8044.43
2261,type_1,eg,2018-07-19,308,100.0,2018-07-20,1.11857142857143,2018-07-21,98.99
1358,type_1,br,2017-09-25,247,,,,,
3569,type_6,id,2017-08-08,110,9090.91,2017-08-08,2.0,2017-08-08,-3297273.13
4796,type_6,br,2018-05-11,308,9090.91,2018-05-11,,,9090.91
4937,type_6,"",2018-06-03,308,9090.91,2018-06-03,1.03,2018-06-04,9090.28
3955,type_6,id,2017-11-18,308,9090.91,2017-11-18,0.66,2018-01-09,-2091333.07
3724,type_6,ng,2017-09-24,308,9090.91,2017-09-24,,,-90909.09
5697,type_6,br,2018-10-12,308,9090.91,2018-10-12,3.2504347826087,2018-10-13,9064.71
4475,type_6,br,2018-03-11,177,9090.91,2018-03-11,,,9090.91
1757,type_1,bo,2018-01-30,267,3500.0,2018-02-05,4.85214285714286,2018-02-05,-12434.18
1693,type_1,lk,2018-01-09,308,100.0,2018-03-03,0.0816666666666667,2018-03-03,2.31999999999999
3827,type_6,id,2017-10-20,308,9090.91,2017-10-20,,,-90909.09
2686,type_3,lt,2017-12-01,102,,,,,
4815,type_6,in,2018-05-15,308,9090.91,2018-05-15,,,9090.91
5515,type_6,"",2018-09-10,308,9090.91,2018-09-10,738.458333333333,2018-09-10,4385.19
5475,type_6,in,2018-09-03,308,9090.91,2018-09-03,649.294117647059,2018-09-03,3924.35
5610,type_6,id,2018-09-26,308,9090.91,2018-09-26,6.25542359461599,2018-09-26,14853.24
1794,type_1,id,2018-02-12,308,,,,,
3810,type_6,za,2017-10-15,41,9090.91,2017-10-15,,,-90909.09
2248,type_1,sv,2018-07-17,308,200.0,2018-07-17,0.151473684210526,2018-07-26,2177.29
1706,type_1,id,2018-01-14,308,,,,,
1299,type_1,id,2017-08-29,97,,,,,
5950,type_6,id,2018-12-03,308,9090.91,2018-12-03,,,9090.91
3200,type_6,nz,2017-04-27,308,9090.91,2017-04-27,22.8571428571429,2017-04-28,-190992.18
4578,type_6,nl,2018-03-28,308,9090.91,2018-03-28,,,9090.91
2893,type_6,id,2017-02-08,308,9090.91,2017-02-08,11.7723076923077,2017-02-26,-893886.49
5473,type_6,pt,2018-09-03,308,9090.91,2018-09-03,1.14333333333333,2018-09-03,9089.59
2176,type_1,ph,2018-06-23,308,,,,,
2037,type_1,za,2018-04-28,194,100.0,2018-04-28,,,-289.97
3229,type_6,id,2017-05-05,308,9090.91,2017-05-05,93.3345762711864,2017-05-05,-192564.39
3834,type_6,id,2017-10-22,57,9090.91,2017-10-22,183.657916666667,2017-10-22,-1275219.7
5400,type_6,br,2018-08-21,308,9090.91,2018-08-21,,,9090.91
4285,type_6,ng,2018-01-30,308,9090.91,2018-01-30,,,9090.91
2781,type_6,id,2017-01-09,308,9090.91,2017-01-09,11.7090909090909,2017-01-10,-19609814.97
1634,type_1,za,2017-12-19,118,,,,,
1464,type_1,vn,2017-11-06,308,77.15,2017-11-06,,,-78.99
1756,type_1,zw,2018-01-30,308,,,,,
5933,type_6,pe,2018-11-29,308,9090.91,2018-11-29,,,9090.91
3406,type_6,ca,2017-06-28,308,9090.91,2017-06-28,0.513333333333333,2017-06-28,-290909.35
1543,type_1,id,2017-11-26,308,,,,,
4433,type_6,ru,2018-03-04,308,9090.91,2018-03-04,1.91125,2018-03-05,9085.13
4998,type_6,"",2018-06-14,308,9090.91,2018-06-14,1.23,2018-06-14,9090.16
1309,type_1,id,2017-09-04,248,3534.45,2017-09-05,103.075,2017-09-05,-56635.58
3282,type_6,cy,2017-05-23,308,9090.91,2017-05-23,6.33,2017-05-23,-690919.05
4749,type_6,"",2018-05-01,308,9090.91,2018-05-01,10.2991666666667,2018-05-01,9061.38
3701,type_6,id,2017-09-18,308,9090.91,2017-09-18,1.1,2017-09-18,-690936.07
1814,type_1,br,2018-02-18,149,110.0,2018-02-18,0.157659574468085,2018-02-18,7817.23
4246,type_6,ua,2018-01-20,308,9090.91,2018-01-20,,,9090.91
4994,type_6,br,2018-06-13,308,9090.91,2018-06-13,,,9090.91
5454,type_6,"",2018-08-31,308,9090.91,2018-08-31,,,9090.91
4192,type_6,ca,2018-01-09,308,9090.91,2018-01-09,8.13131578947368,2018-01-09,9072.95
2618,type_1,in,2018-12-07,308,,,,,
1939,type_1,tj,2018-03-27,308,,,,,
2118,type_1,id,2018-06-01,308,,,,,
3601,type_6,ru,2017-08-16,169,9090.91,2017-08-16,88.8725,2017-08-16,-4945980.47
2460,type_1,id,2018-10-05,308,,,,,
5797,type_6,gb,2018-10-30,308,9090.91,2018-10-30,,,9090.91
5548,type_6,in,2018-09-16,308,9090.91,2018-09-16,2.0,2018-09-16,9087.83
3731,type_6,gb,2017-09-26,308,9090.91,2017-09-26,4.385,2017-09-26,-290932.4
3183,type_6,id,2017-04-24,41,9090.91,2017-04-24,60.7287671232877,2017-04-24,-6170881.61
2655,type_2,gb,2018-08-06,308,,,,,
4658,type_6,"",2018-04-12,308,9090.91,2018-04-12,,,9090.91
5254,type_6,br,2018-07-21,308,9090.91,2018-07-21,12.3963963963964,2018-07-21,18865.68
1590,type_1,by,2017-12-08,48,100.0,2017-12-08,0.1,2017-12-14,99.89
1894,type_1,id,2018-03-14,308,,,,,
3031,type_6,gb,2017-03-17,164,9090.91,2017-03-17,,,-90909.09
5944,type_6,ng,2018-12-02,308,9090.91,2018-12-02,,,9090.91
5879,type_6,au,2018-11-20,308,9090.91,2018-11-20,439.684444444444,2018-11-20,28645.82
4956,type_6,in,2018-06-06,308,9090.91,2018-06-06,1.105,2018-06-06,9090.34
1548,type_1,br,2017-11-28,61,,,,,
2294,type_1,lk,2018-08-04,308,50.0,2018-08-05,0.200909090909091,2018-08-05,2133.09
1387,type_1,tr,2017-10-10,98,,,,,
5052,type_6,ke,2018-06-24,308,9090.91,2018-06-24,,,9090.91
5973,type_6,"",2018-12-08,308,9090.91,2018-12-08,2.0,2018-12-08,9085.09
4751,type_6,br,2018-05-01,308,9090.91,2018-05-01,1.85979879275654,2018-05-02,8808.83
3969,type_6,id,2017-11-21,308,9090.91,2017-11-21,95.6457142857143,2017-11-21,-1369229.38
1212,type_1,id,2017-07-11,308,211.2,2017-07-19,0.0965671641791045,2018-04-17,-23278.88
2536,type_1,id,2018-11-07,308,400.0,2018-11-07,0.147428571428571,2018-11-07,-249.88
1764,type_1,id,2018-02-01,308,,,,,
2786,type_6,id,2017-01-10,308,9090.91,2017-01-10,73.4560869565217,2017-01-10,-192267.46
3543,type_6,"",2017-08-03,308,9090.91,2017-08-03,1.07,2017-08-03,-90909.74
5735,type_6,cm,2018-10-19,308,9090.91,2018-10-19,16.1230769230769,2018-10-19,8919.23
3674,type_6,in,2017-09-11,308,9090.91,2017-09-11,28.8191176470588,2017-09-11,-292090.21
3167,type_6,vn,2017-04-22,308,9090.91,2017-04-22,5.8248275862069,2017-04-22,-391038.71
1663,type_1,id,2017-12-29,308,,,,,
5181,type_6,ug,2018-07-10,308,9090.91,2018-07-10,2.0,2018-07-10,9090.11
5794,type_6,ru,2018-10-30,308,9090.91,2018-10-30,2.0,2018-10-30,9091.3
5771,type_6,bd,2018-10-26,308,9090.91,2018-10-26,350.0,2018-11-06,8689.54
3203,type_6,id,2017-04-28,308,9090.91,2017-04-28,2.0,2017-04-28,-11995073.35
1724,type_1,br,2018-01-19,308,100.0,2018-01-23,0.16,2018-01-23,99.02
5734,type_6,id,2018-10-19,308,9090.91,2018-10-19,2.0,2018-10-19,9088.47
1760,type_1,gh,2018-01-31,308,,,,,
5509,type_6,id,2018-09-09,308,9090.91,2018-09-09,1.7,2018-09-09,9084.68
5899,type_6,gh,2018-11-24,308,9090.91,2018-11-24,30.0,2018-11-24,9065.26
4500,type_6,ru,2018-03-15,308,9090.91,2018-03-15,1.182,2018-03-15,9087.85
4592,type_6,id,2018-04-01,308,9090.91,2018-04-01,,,9090.91
2557,type_1,br,2018-11-15,308,,,,,
2554,type_1,bo,2018-11-13,308,901.1,2018-11-14,0.222142857142857,2018-11-15,891.57
2504,type_1,lk,2018-10-22,308,,,,,
2859,type_6,id,2017-01-29,308,9090.91,2017-01-29,39.4697619047619,2017-01-29,-191573.61
4818,type_6,ua,2018-05-15,308,9090.91,2018-05-15,28.1044444444444,2018-05-15,9044.45
3191,type_6,br,2017-04-25,308,9090.91,2017-04-25,,,-90909.09
3498,type_6,mu,2017-07-22,308,9090.91,2017-07-22,1.03,2017-07-22,-190916.11
3509,type_6,id,2017-07-26,46,9090.91,2017-07-26,1.09,2017-07-26,-90909.75
3742,type_6,mx,2017-09-28,308,9090.91,2017-09-28,0.2,2017-10-17,-12290979.05
5795,type_6,gb,2018-10-30,308,9090.91,2018-10-30,96.0594871794872,2018-10-30,6929.89
2863,type_6,ru,2017-01-30,48,9090.91,2017-01-30,0.2,2017-02-01,-592019.5
3905,type_6,vn,2017-11-07,308,9090.91,2017-11-07,18.3689974619289,2017-12-12,-300092.85
4021,type_6,id,2017-12-02,308,9090.91,2017-12-02,,,-90909.09
3235,type_6,in,2017-05-07,308,9090.91,2017-05-07,3.61238095238095,2017-05-07,-90925.07
4716,type_6,id,2018-04-24,308,9090.91,2018-04-24,,,9090.91
1393,type_1,cm,2017-10-12,308,,,,,
1062,type_1,id,2017-02-17,308,200.0,2017-02-20,0.200979020979021,2017-02-20,193.59
3003,type_6,ru,2017-03-10,308,9090.91,2017-03-10,,,-90909.09
3982,type_6,bo,2017-11-24,308,9090.91,2017-11-24,,,-90909.09
5542,type_6,ru,2018-09-14,308,9090.91,2018-09-14,0.117647058823529,2018-09-24,9090.08
4653,type_6,ph,2018-04-12,308,9090.91,2018-04-12,1.09666666666667,2018-04-12,9088.45
5435,type_6,br,2018-08-28,308,9090.91,2018-08-28,,,9090.91
2896,type_6,in,2017-02-09,9,9090.91,2017-02-09,10.725,2017-02-09,-90914.41
1069,type_1,ca,2017-02-24,308,500.0,2017-03-07,2.04571428571429,2017-03-07,15968.42
5399,type_6,gb,2018-08-21,308,9090.91,2018-08-21,,,9090.91
2471,type_1,bo,2018-10-08,308,,,,,
1912,type_1,in,2018-03-19,308,,,,,
1253,type_1,br,2017-08-09,308,,,,,
2102,type_1,id,2018-05-28,235,100.0,2018-05-29,2.11,2018-05-29,98.99
4088,type_6,id,2017-12-17,308,9090.91,2017-12-17,1.93333333333333,2017-12-17,-7096404.89
4273,type_6,br,2018-01-28,185,9090.91,2018-01-28,,,9090.91
5994,type_7,jp,2017-11-07,308,100000.0,2017-11-07,,,100000.0
1223,type_1,ru,2017-07-16,308,,,,,
3215,type_6,ua,2017-05-02,308,9090.91,2017-05-02,0.964411764705882,2017-05-02,-1985466.11
5940,type_6,id,2018-12-01,308,9090.91,2018-12-01,0.275,2018-12-05,9048.74
5943,type_6,id,2018-12-02,308,9090.91,2018-12-02,1.75439024390244,2018-12-02,9083.13
1059,type_1,id,2017-02-16,308,5000.0,2017-02-16,,,-6765.98
5431,type_6,id,2018-08-28,308,9090.91,2018-08-28,1.0,2018-08-28,9088.89
2875,type_6,id,2017-02-03,308,9090.91,2017-02-03,,,-90909.09
5869,type_6,za,2018-11-16,308,9090.91,2018-11-16,,,9090.91
3042,type_6,de,2017-03-21,308,9090.91,2017-03-21,1.07,2017-03-21,-90909.49
1765,type_1,vn,2018-02-01,291,19500.0,2018-02-01,0.361612903225806,2018-02-01,-12796.74
3109,type_6,no,2017-04-07,308,9090.91,2017-04-07,142.94375,2017-04-07,-1291344.55
1064,type_1,md,2017-02-19,76,,,,,
1994,type_1,za,2018-04-13,308,,,,,
4547,type_6,"",2018-03-23,308,9090.91,2018-03-23,,,9090.91
3609,type_6,ng,2017-08-19,308,9090.91,2017-08-19,1.03,2017-08-19,-190910.12
2288,type_1,vn,2018-08-02,308,,,,,
3440,type_6,in,2017-07-09,308,9090.91,2017-07-09,,,-90909.09
5705,type_6,ng,2018-10-14,308,9090.91,2018-10-14,,,9090.91
3620,type_6,ar,2017-08-23,94,9090.91,2017-08-23,4.0,2017-08-23,-1996669.73
2144,type_1,th,2018-06-12,308,,,,,
1224,type_1,id,2017-07-17,308,,,,,
3956,type_6,id,2017-11-19,308,9090.91,2017-11-19,0.413333333333333,2017-11-19,-90909.07
3221,type_6,ua,2017-05-03,308,9090.91,2017-05-03,,,-90909.09
5485,type_6,ng,2018-09-05,308,9090.91,2018-09-05,,,9090.91
1763,type_1,br,2018-01-31,159,206.08,2018-01-31,,,-199.19
4859,type_6,br,2018-05-22,308,9090.91,2018-05-22,,,9090.91
4086,type_6,id,2017-12-16,41,9090.91,2017-12-16,,,-90909.09
3913,type_6,id,2017-11-09,308,9090.91,2017-11-09,1.6375,2017-11-09,-4271746.23
4307,type_6,id,2018-02-04,308,9090.91,2018-02-04,5.125,2018-02-04,9066.09
3166,type_6,za,2017-04-22,308,9090.91,2017-04-22,135.4524,2017-04-22,-394689.75
1133,type_1,id,2017-04-15,22,141.8,2017-04-15,0.0849797570850202,2017-04-15,-2029.8
3350,type_6,ua,2017-06-10,308,9090.91,2017-06-10,51.5,2017-06-10,-90940.55
4874,type_6,es,2018-05-24,308,9090.91,2018-05-24,,,9090.91
3872,type_6,ca,2017-10-31,308,9090.91,2017-10-31,,,-90909.09
3910,type_6,id,2017-11-08,308,9090.91,2017-11-08,0.563157894736842,2017-11-08,-390919.05
4766,type_6,az,2018-05-04,308,9090.91,2018-05-04,1.12,2018-05-04,9091.01
3144,type_6,id,2017-04-17,183,9090.91,2017-04-17,1.08,2017-04-17,-90908.97
3124,type_6,mx,2017-04-10,308,9090.91,2017-04-10,,,-90909.09
1860,type_1,kz,2018-03-04,308,,,,,
4452,type_6,"",2018-03-07,308,9090.91,2018-03-07,1.11666666666667,2018-03-07,9089.64
1177,type_1,id,2017-05-28,64,160.8,2017-06-12,0.0861538461538462,2017-06-12,159.3
1000,type_0,eg,2017-10-13,241,,,,,
2830,type_6,cn,2017-01-22,308,9090.91,2017-01-22,,,-90909.09
3217,type_6,za,2017-05-02,308,9090.91,2017-05-02,,,-90909.09
2834,type_6,br,2017-01-23,308,9090.91,2017-01-23,1.075,2017-01-23,-3809697.01
4880,type_6,id,2018-05-25,308,9090.91,2018-05-25,,,9090.91
1165,type_1,id,2017-05-16,71,150.0,2017-05-16,0.141612903225806,2017-05-16,-68.7699999999999
1702,type_1,br,2018-01-11,181,,,,,
2477,type_1,ar,2018-10-10,308,,,,,
4560,type_6,br,2018-03-24,308,9090.91,2018-03-24,1.03,2018-03-24,52707.73
2988,type_6,vn,2017-03-05,308,9090.91,2017-03-05,1.03,2017-03-05,-90909.57
2840,type_6,in,2017-01-25,308,9090.91,2017-01-25,,,-90909.09
3712,type_6,do,2017-09-20,308,9090.91,2017-09-20,1.04,2017-09-20,-90909.64
4302,type_6,gb,2018-02-02,308,9090.91,2018-02-02,,,9090.91
3261,type_6,ng,2017-05-16,308,9090.91,2017-05-16,,,-90909.09
4383,type_6,ke,2018-02-22,308,9090.91,2018-02-22,,,9090.91
5831,type_6,ru,2018-11-07,308,9090.91,2018-11-07,,,9090.91
1246,type_1,br,2017-08-05,181,,,,,
